id,age,female,area,educ_years,income,pol_interest,pol_know,gotv,vote_intent
1095,58,1,suburban,16,51.3,8,5,1,6.3
1096,69,1,suburban,15,52.0,3,2,0,4.1
1097,20,1,suburban,13,41.6,6,6,0,5.8
1098,67,1,urban,12,44.2,4,3,0,5.9
1099,38,0,suburban,13,34.8,6,7,0,6.0
1100,55,1,suburban,16,35.6,6,4,1,8.4
1101,34,1,urban,17,49.4,2,5,1,7.1
1102,52,1,suburban,13,34.7,4,1,0,4.2
1103,48,1,urban,10,33.4,4,0,0,3.6
1104,88,1,urban,13,72.5,2,1,0,4.1
1105,48,0,suburban,16,117.9,3,4,0,5.0
1106,30,1,suburban,15,39.9,8,7,1,9.2
1107,58,1,urban,13,49.7,5,6,0,4.7
1108,57,0,rural,12,60.0,7,6,1,7.7
1109,69,0,suburban,18,80.8,5,6,1,8.2
1110,56,0,urban,13,51.0,3,1,0,3.1
1111,60,1,urban,15,40.4,6,5,0,6.2
1112,61,0,rural,11,60.1,3,3,1,8.3
1113,51,1,suburban,16,69.2,6,3,0,7.4
1114,51,0,urban,13,27.2,4,3,0,5.5
1115,25,1,urban,16,31.9,5,5,0,6.1
1116,48,1,suburban,17,81.5,7,3,0,7.6
1117,47,1,rural,13,51.6,7,2,0,4.4
1118,63,1,suburban,13,52.6,2,5,0,5.2
1119,34,1,suburban,15,77.2,6,2,1,3.0
1120,48,0,suburban,13,60.4,3,1,0,4.7
1121,31,1,suburban,14,28.8,6,5,0,5.9
1122,46,0,rural,8,19.4,5,1,0,5.5
1123,34,0,urban,13,28.8,4,3,0,2.5
1124,57,0,rural,12,42.4,7,6,1,5.3
1125,25,0,rural,10,22.0,1,0,0,2.5
1126,87,1,urban,13,41.3,5,3,0,7.1
1127,45,1,urban,10,45.5,4,0,0,3.7
1128,49,0,suburban,14,39.2,4,6,0,3.4
1129,38,1,rural,13,36.6,4,2,1,5.9
1130,43,1,suburban,14,40.8,3,4,0,6.2
1131,66,0,urban,18,80.5,5,8,0,5.2
1132,58,0,suburban,15,67.7,7,6,1,9.3
1133,24,1,suburban,12,38.3,3,1,0,4.3
1134,30,0,rural,14,24.1,5,6,0,4.0
1135,38,1,urban,12,28.6,3,7,0,4.0
1136,63,0,rural,12,44.1,5,6,0,8.4
1137,39,0,suburban,10,27.4,5,3,0,5.3
1138,37,1,urban,15,45.5,8,4,1,8.0
1139,30,1,urban,11,28.7,6,3,0,3.8
1140,64,0,suburban,18,112.0,5,4,1,5.9
1141,38,1,suburban,17,32.1,2,4,0,5.4
1142,44,1,suburban,16,70.3,7,3,1,7.9
1143,43,1,suburban,14,48.7,6,7,0,5.0
1144,47,0,urban,15,77.4,5,6,0,4.2
1145,18,0,urban,13,20.0,3,1,0,3.8
1146,30,1,suburban,12,22.6,2,2,0,2.2
1147,30,1,rural,22,55.0,7,7,1,7.6
1148,36,0,rural,8,21.3,2,2,0,2.2
1149,49,0,suburban,14,32.4,7,4,0,4.8
1150,61,0,urban,12,44.6,5,3,0,6.3
1151,24,1,rural,11,18.3,3,2,0,1.9
1152,58,1,suburban,15,65.1,6,7,1,7.8
1153,24,0,rural,14,51.4,3,4,0,2.5
1154,37,1,suburban,15,27.3,5,5,0,5.1
1155,29,0,urban,14,37.8,1,3,0,2.4
1156,49,1,suburban,18,75.1,8,8,1,9.9
1157,45,0,suburban,13,66.6,7,3,0,3.2
1158,73,1,urban,11,29.6,3,4,0,3.1
1159,73,0,rural,14,57.6,5,6,0,6.2
1160,61,1,urban,16,41.6,9,6,0,8.3
1161,18,0,urban,16,30.9,5,4,0,6.0
1162,73,1,urban,14,48.4,3,5,0,3.8
1163,39,0,rural,14,34.0,6,4,0,4.8
1164,49,0,urban,15,89.9,4,6,0,3.3
1165,50,0,rural,15,72.2,4,5,0,5.1
1166,56,0,rural,13,42.9,6,7,0,4.4
1167,70,0,rural,11,52.5,7,7,0,4.8
1168,36,1,urban,10,26.5,7,1,0,4.9
1169,75,1,suburban,14,52.1,6,4,1,9.1
1170,20,1,rural,9,26.0,4,2,0,5.2
1171,45,0,suburban,10,30.9,4,3,0,4.9
1172,46,1,suburban,10,68.5,5,2,0,4.7
1173,27,1,urban,14,47.5,2,4,0,3.3
1174,36,0,urban,14,89.1,6,3,1,5.4
1175,65,0,urban,13,59.9,2,3,0,2.5
1176,36,1,urban,12,49.4,4,1,0,3.8
1177,58,0,suburban,14,49.1,2,5,0,4.0
1178,43,1,rural,20,108.3,6,7,1,8.5
1179,37,0,rural,14,64.0,6,6,0,4.8
1180,37,0,suburban,13,23.1,1,3,0,2.0
1181,25,0,suburban,9,18.1,4,0,0,3.4
1182,71,0,suburban,11,33.0,6,6,0,6.2
1183,39,1,suburban,13,36.2,6,2,0,3.8
1184,69,1,suburban,16,35.6,7,8,0,7.9
1185,46,1,rural,16,39.7,5,6,1,6.5
1186,53,0,rural,13,48.8,2,5,0,6.3
1187,44,1,rural,20,85.6,6,8,0,6.7
1188,76,1,suburban,16,46.4,5,5,0,6.1
1189,39,0,rural,10,34.8,5,7,0,5.8
1190,69,0,suburban,14,74.6,6,8,0,5.4
1191,56,1,suburban,10,24.4,5,4,0,5.4
1192,43,0,urban,13,37.6,7,3,0,5.1
1193,53,1,suburban,15,32.6,3,2,1,6.1
1194,63,0,rural,13,48.3,8,5,0,5.0
1195,25,1,rural,15,18.9,6,3,0,2.5
1196,29,0,urban,13,20.3,6,4,0,4.6
1197,27,1,urban,17,43.7,4,3,0,4.3
1198,35,1,suburban,18,109.8,4,7,0,6.4
1199,57,0,suburban,13,51.6,6,5,1,6.8
1200,80,1,suburban,15,60.6,7,4,0,6.6
1201,29,1,suburban,16,48.4,8,7,1,7.3
1202,43,1,suburban,16,59.1,6,3,1,7.2
1203,48,1,rural,14,69.6,6,5,0,6.6
1204,68,1,urban,11,28.5,6,5,1,7.4
1205,42,0,urban,15,35.3,8,7,0,7.0
1206,42,0,urban,14,48.4,8,6,1,8.0
1207,70,1,urban,11,19.3,4,3,1,8.5
1208,33,0,rural,15,59.4,3,5,0,1.7
1209,61,0,urban,10,54.3,2,3,0,4.1
1210,50,0,rural,14,50.5,3,6,0,5.8
1211,55,1,urban,15,42.7,3,3,1,5.5
1212,38,1,suburban,17,55.5,3,2,0,4.8
1213,37,1,urban,14,33.6,6,5,0,4.3
1214,52,0,rural,10,31.1,2,2,0,3.4
1215,21,1,suburban,12,12.5,2,0,0,0.0
1216,49,1,urban,12,45.7,5,3,0,6.2
1217,43,1,suburban,9,76.0,3,2,0,3.1
1218,64,1,urban,12,38.1,4,6,0,2.7
1219,47,1,suburban,15,18.0,5,4,0,7.5
1220,45,0,rural,14,63.5,4,5,0,3.9
1221,61,0,suburban,16,37.2,6,4,0,5.7
1222,63,0,urban,15,56.7,5,3,0,5.8
1223,62,1,rural,14,43.9,7,6,1,7.6
1224,31,0,suburban,15,25.2,5,4,0,3.7
1225,55,0,urban,11,32.1,5,1,0,5.7
1226,29,1,suburban,16,36.7,5,5,0,5.2
1227,18,1,urban,13,35.2,5,6,1,9.4
1228,71,0,urban,10,23.5,6,3,0,6.8
1229,57,1,urban,11,25.5,3,3,0,4.8
1230,41,0,urban,14,58.8,5,3,0,5.4
1231,51,1,suburban,10,26.1,1,2,0,2.4
1232,50,0,urban,15,31.5,5,6,0,5.4
1233,86,1,urban,13,28.1,6,6,0,6.7
1234,66,1,suburban,11,38.0,8,7,1,8.6
1235,33,1,suburban,14,37.8,2,1,0,1.9
1236,57,0,suburban,13,40.7,6,8,0,6.3
1237,46,1,suburban,19,101.4,8,7,1,9.1
1238,51,0,rural,10,52.9,1,1,0,3.8
1239,69,1,suburban,17,92.1,6,2,0,5.9
1240,52,1,urban,13,52.1,2,6,0,4.6
1241,72,0,rural,11,23.3,5,4,0,4.8
1242,33,0,urban,14,38.1,8,7,0,6.1
1243,41,0,suburban,13,61.9,5,3,0,5.3
1244,58,0,suburban,14,39.8,5,4,0,5.6
1245,39,0,urban,16,34.4,6,5,0,3.6
1246,24,1,rural,17,34.0,7,8,0,6.1
1247,63,1,suburban,12,55.0,5,5,0,4.8
1248,47,0,rural,16,42.3,5,4,1,5.6
1249,26,0,urban,15,49.4,4,6,0,5.1
1250,35,1,urban,14,32.6,1,3,0,3.0
1251,72,1,suburban,18,38.9,8,8,0,5.9
1252,29,1,urban,13,34.1,5,4,0,5.7
1253,33,1,rural,16,42.0,2,5,0,3.5
1254,51,0,urban,16,105.5,7,8,1,7.5
1255,60,1,rural,13,70.9,4,3,0,5.0
1256,35,0,urban,14,62.7,6,4,0,6.0
1257,48,1,rural,13,58.4,4,5,0,5.7
1258,31,1,suburban,17,123.7,7,6,1,7.9
1259,50,1,rural,16,73.9,3,5,0,5.9
1260,56,0,urban,14,61.9,5,6,0,6.4
1261,62,0,rural,9,48.7,8,7,1,7.5
1262,46,0,rural,12,48.8,3,2,0,3.6
1263,59,0,rural,17,58.3,6,5,0,5.7
1264,29,1,urban,13,55.9,7,6,1,8.2
1265,50,1,suburban,12,72.6,4,1,0,5.7
1266,58,1,suburban,17,108.8,4,6,0,6.1
1267,49,1,urban,15,67.0,4,4,0,6.4
1268,63,1,urban,12,72.9,6,3,1,7.1
1269,38,1,rural,13,44.6,6,4,0,5.3
1270,46,1,rural,12,29.3,7,6,0,5.9
1271,58,1,suburban,16,57.9,7,6,1,7.8
1272,57,0,suburban,11,24.7,7,5,0,7.8
1273,24,0,suburban,15,27.8,5,2,0,3.4
1274,63,1,suburban,14,54.6,7,5,0,6.3
1275,44,0,rural,16,29.2,6,4,0,5.9
1276,40,0,rural,14,45.9,7,2,0,6.3
1277,29,0,suburban,14,47.9,8,5,1,7.6
1278,44,1,rural,14,31.7,2,1,0,3.3
1279,35,0,urban,17,58.9,5,7,0,6.6
1280,35,1,urban,14,33.6,4,5,0,4.2
1281,65,1,rural,13,67.7,7,6,0,8.0
1282,55,0,suburban,16,38.0,4,4,0,2.4
1283,62,0,urban,11,25.7,4,5,0,7.0
1284,71,1,suburban,12,36.1,7,3,0,5.4
1285,58,0,rural,14,66.1,6,7,0,6.5
1286,28,1,urban,9,32.9,5,0,0,2.9
1287,51,1,suburban,16,40.0,3,0,0,1.1
1288,75,1,rural,8,34.9,3,5,0,3.3
1289,35,1,suburban,12,33.1,3,4,0,5.2
1290,27,1,rural,14,19.6,6,6,0,4.9
1291,79,1,rural,12,55.8,7,7,1,6.7
1292,18,1,urban,15,30.2,3,3,0,1.6
1293,26,1,suburban,16,63.6,7,7,1,8.0
1294,28,0,urban,15,25.6,6,4,0,4.1
1295,55,1,urban,13,44.1,3,5,0,5.1
1296,49,0,rural,13,38.4,4,6,1,5.2
1297,43,1,rural,18,58.0,4,4,0,5.1
1298,18,1,rural,10,39.6,4,4,0,3.7
1299,48,0,suburban,16,18.4,5,3,0,4.8
1300,60,0,urban,15,77.6,4,4,0,6.5
1301,56,1,rural,14,74.4,7,3,0,6.3
1302,38,1,urban,10,35.4,2,1,0,2.0
1303,63,0,rural,17,83.2,6,7,0,7.7
1304,59,1,urban,14,34.8,3,2,0,3.3
1305,24,0,urban,15,33.8,3,1,0,2.2
1306,87,1,suburban,11,34.6,4,3,0,6.5
1307,59,0,urban,15,55.6,7,7,0,7.1
1308,33,0,urban,8,22.6,5,3,1,5.2
1309,72,1,rural,13,42.4,8,5,0,7.5
1310,50,1,suburban,13,22.1,5,7,0,6.0
1311,65,1,rural,15,55.7,5,3,0,5.5
1312,24,0,urban,15,47.7,2,2,0,4.2
1313,53,1,suburban,9,36.0,4,5,0,3.7
1314,34,1,rural,13,24.6,5,5,0,5.7
1315,50,0,suburban,11,42.2,5,4,0,3.5
1316,45,0,rural,9,31.5,3,2,1,5.3
1317,33,1,rural,17,51.3,7,3,0,5.9
1318,46,0,suburban,16,65.2,6,4,0,5.8
1319,40,1,urban,16,34.1,4,5,0,6.4
1320,66,1,rural,8,23.4,5,3,0,4.2
1321,45,1,urban,14,39.2,4,4,0,4.3
1322,27,0,suburban,8,59.0,6,3,0,4.5
1323,63,0,urban,17,80.1,7,6,1,8.6
1324,41,1,suburban,9,20.7,4,3,0,5.4
1325,33,1,urban,15,26.8,6,8,0,7.9
1326,48,0,rural,13,61.8,2,2,0,6.8
1327,62,0,urban,14,53.9,6,8,0,5.0
1328,49,1,urban,14,39.5,8,5,0,6.6
1329,68,1,rural,10,46.2,4,6,0,3.9
1330,30,0,urban,13,36.7,5,2,1,6.4
1331,43,0,suburban,12,63.1,7,2,0,6.0
1332,65,1,suburban,8,73.7,5,2,0,5.7
1333,54,0,suburban,15,37.9,5,4,0,7.1
1334,34,1,suburban,14,104.4,7,6,1,6.1
1335,38,1,urban,11,82.2,10,6,1,8.6
1336,46,1,suburban,16,23.5,4,6,0,6.6
1337,53,0,urban,10,55.3,5,3,0,5.4
1338,23,0,urban,16,47.2,6,4,0,3.3
1339,49,0,rural,17,29.1,7,8,0,5.8
1340,34,0,urban,14,44.3,4,5,0,4.3
1341,63,1,suburban,14,41.9,7,3,1,6.4
1342,32,1,suburban,12,25.5,4,4,0,3.8
1343,56,1,urban,11,63.3,3,5,1,8.4
1344,73,0,suburban,16,92.1,8,6,0,3.7
1345,48,0,urban,18,88.4,9,7,0,7.8
1346,67,1,rural,12,54.9,7,6,0,6.3
1347,72,1,suburban,18,105.1,9,7,1,7.4
1348,58,1,suburban,12,35.2,6,6,1,6.8
1349,22,1,rural,13,27.2,6,4,0,3.8
1350,33,1,urban,11,40.5,3,4,0,3.9
1351,56,0,suburban,13,39.7,5,3,1,7.8
1352,43,0,suburban,12,58.6,2,1,0,3.1
1353,51,0,suburban,13,93.0,5,4,0,6.0
1354,62,1,urban,15,50.8,6,5,1,8.2
1355,35,0,suburban,14,65.1,6,7,0,4.0
1356,44,1,suburban,17,64.3,4,1,0,0.7
1357,52,0,urban,11,42.9,4,3,0,4.8
1358,48,1,suburban,8,33.8,4,1,0,2.6
1359,45,1,suburban,15,64.2,8,8,0,5.3
1360,48,1,suburban,19,62.3,7,7,1,6.1
1361,72,1,rural,13,54.2,2,6,0,4.6
1362,34,1,suburban,15,51.0,5,4,0,5.3
1363,28,0,suburban,21,87.2,4,4,0,2.4
1364,68,1,rural,16,91.5,3,2,0,4.2
1365,18,1,suburban,14,31.4,4,7,1,5.4
1366,70,1,rural,14,31.8,4,4,0,4.1
1367,43,0,rural,8,19.9,7,3,0,5.9
1368,44,1,suburban,13,34.4,3,3,0,1.9
1369,69,0,rural,16,63.2,7,3,0,6.2
1370,54,1,rural,13,49.1,7,4,0,8.1
1371,57,0,urban,18,78.8,4,5,0,5.9
1372,46,1,suburban,12,58.6,5,3,1,7.1
1373,75,0,suburban,13,26.7,7,3,0,6.9
1374,58,0,urban,18,159.0,6,6,0,5.5
1375,54,0,suburban,14,50.5,5,7,0,7.9
1376,47,1,urban,16,72.2,10,6,1,7.3
1377,44,1,rural,14,26.5,7,3,0,7.3
1378,51,1,urban,11,45.6,6,1,0,3.7
1379,58,1,suburban,12,34.4,6,5,0,4.8
1380,44,0,suburban,8,34.7,4,3,0,4.7
1381,53,1,urban,12,74.0,5,6,0,6.3
1382,47,1,suburban,13,37.7,4,7,0,4.8
1383,57,0,suburban,19,86.7,10,6,0,8.5
1384,36,1,rural,12,28.3,7,3,0,5.5
1385,48,1,urban,12,31.9,2,4,0,6.1
1386,60,1,urban,16,79.3,8,4,0,4.1
1387,32,0,urban,12,35.0,5,3,0,4.6
1388,79,1,suburban,14,42.4,7,7,0,5.7
1389,30,0,suburban,13,79.0,6,2,1,7.6
1390,52,1,urban,17,39.4,7,4,0,6.9
1391,39,1,urban,9,21.9,1,2,0,2.2
1392,47,1,rural,9,22.3,4,0,0,5.3
1393,51,0,suburban,15,29.8,4,1,0,2.0
1394,72,1,suburban,11,41.6,6,3,0,5.5
1395,34,0,urban,11,75.7,4,5,0,4.2
1396,42,1,urban,16,60.4,4,4,0,4.1
1397,69,1,urban,19,55.4,9,7,1,8.6
1398,44,0,urban,14,48.0,5,4,1,6.5
1399,61,1,urban,18,136.4,8,7,1,7.9
1400,18,1,suburban,13,25.3,6,3,0,3.8
1401,35,0,urban,15,60.7,4,5,0,4.9
1402,56,0,rural,20,85.1,6,7,1,7.0
1403,29,0,rural,14,45.8,5,5,0,5.8
1404,36,0,urban,11,18.9,3,5,0,3.9
1405,57,0,suburban,17,63.3,5,7,0,6.2
1406,67,1,urban,18,66.3,6,6,1,8.7
1407,32,0,urban,15,24.3,5,5,0,4.5
1408,57,1,suburban,12,44.8,9,7,1,8.0
1409,61,1,urban,18,86.1,9,7,1,8.8
1410,73,0,rural,13,37.6,4,5,0,4.5
1411,54,0,suburban,13,32.0,4,3,0,5.2
1412,55,1,urban,13,45.8,3,0,0,3.6
1413,48,1,urban,12,54.9,6,1,0,5.0
1414,61,1,suburban,11,40.7,2,1,1,4.3
1415,74,0,suburban,14,61.2,5,5,0,5.8
1416,50,0,urban,17,64.4,6,8,1,9.3
1417,57,1,suburban,19,55.5,8,7,1,8.9
1418,18,1,urban,20,44.4,8,8,0,5.9
1419,49,0,suburban,15,55.4,8,2,0,4.6
1420,49,0,urban,18,85.0,8,5,0,8.8
1421,52,1,suburban,11,27.4,4,4,0,4.7
1422,49,1,suburban,12,50.8,5,5,0,4.3
1423,54,1,rural,16,64.5,4,5,0,4.4
1424,45,1,urban,16,97.0,8,7,0,5.6
1425,66,0,urban,11,51.4,4,4,0,3.9
1426,59,1,suburban,20,78.3,7,7,1,8.0
1427,45,1,urban,16,46.1,4,5,0,1.6
1428,18,1,suburban,11,14.7,5,2,0,4.4
1429,44,1,urban,13,31.6,5,5,0,5.6
1430,37,1,urban,17,68.5,5,3,0,6.6
1431,37,1,urban,15,73.4,6,8,0,7.4
1432,54,0,rural,17,39.7,6,6,1,8.1
1433,60,0,urban,18,88.3,4,7,0,6.2
1434,55,0,urban,14,79.6,5,5,0,6.2
1435,63,0,suburban,12,50.6,5,8,1,9.0
1436,31,0,urban,13,53.9,2,2,0,0.7
1437,58,1,urban,17,54.0,6,8,0,8.3
1438,54,0,urban,16,56.1,5,4,1,5.7
1439,62,0,suburban,11,41.2,8,6,1,7.7
1440,23,0,suburban,17,53.2,4,5,0,3.4
1441,76,0,rural,18,61.9,3,6,1,7.8
1442,40,0,suburban,13,28.7,6,5,0,4.8
1443,55,1,rural,16,41.9,6,7,0,5.5
1444,46,1,suburban,12,27.9,5,6,0,5.2
1445,40,1,rural,13,26.1,5,5,0,5.7
1446,61,0,urban,15,93.5,7,7,1,8.5
1447,40,1,suburban,12,54.6,5,5,0,5.3
1448,68,1,suburban,11,37.9,6,3,0,4.9
1449,54,0,suburban,16,45.1,4,5,0,2.4
1450,18,1,urban,18,103.6,5,4,0,6.0
1451,46,0,suburban,16,44.7,8,8,1,9.3
1452,41,0,urban,12,29.0,4,5,0,2.7
1453,36,0,rural,19,48.0,3,8,1,7.3
1454,57,0,urban,14,67.2,3,0,0,5.0
1455,49,1,suburban,15,62.8,5,2,0,4.7
1456,53,0,rural,16,82.7,4,2,0,5.0
1457,34,0,suburban,13,34.3,9,6,0,4.9
1458,36,0,urban,12,40.3,2,2,0,2.9
1459,24,0,urban,12,25.6,6,8,1,6.6
1460,43,1,suburban,19,68.6,3,4,0,3.3
1461,58,1,suburban,12,59.1,2,2,0,5.8
1462,47,1,urban,14,37.7,5,6,0,5.4
1463,31,1,urban,15,64.7,5,3,0,3.2
1464,67,0,urban,15,82.5,6,6,1,7.7
1465,50,1,urban,15,41.1,5,6,0,4.9
1466,60,0,rural,12,37.3,4,6,0,7.6
1467,43,1,rural,9,28.1,5,4,0,6.3
1468,47,0,suburban,15,43.3,7,1,0,6.4
1469,19,1,urban,12,28.1,4,4,0,4.2
1470,40,1,rural,17,51.8,5,4,1,7.7
1471,41,0,rural,10,40.4,3,2,0,4.0
1472,60,0,rural,12,45.5,7,5,1,8.1
1473,58,0,suburban,11,28.7,4,3,0,6.5
1474,51,0,suburban,18,93.0,10,6,1,8.8
1475,51,0,rural,12,53.2,7,4,0,5.0
1476,43,0,rural,15,65.9,5,3,0,2.9
1477,48,0,urban,12,26.1,3,7,0,6.7
1478,40,0,suburban,16,52.7,5,6,0,5.5
1479,48,1,suburban,11,53.3,6,3,1,6.5
1480,61,0,rural,13,39.6,5,5,0,5.2
1481,55,0,rural,15,30.8,3,7,0,4.3
1482,71,0,urban,8,30.3,1,0,0,3.8
1483,53,1,rural,8,12.5,3,1,0,4.1
1484,64,1,rural,11,54.3,4,1,0,4.8
1485,53,0,urban,12,48.3,5,6,1,6.4
1486,18,0,urban,12,37.7,6,5,0,5.4
1487,55,0,suburban,11,43.7,3,1,0,6.8
1488,50,1,suburban,11,14.1,1,4,0,4.4
1489,47,1,rural,10,36.6,3,2,0,4.3
1490,36,0,rural,13,27.4,3,1,0,4.3
1491,72,1,suburban,12,46.6,4,2,1,5.5
1492,33,1,rural,10,15.5,3,2,0,3.0
1493,42,1,urban,11,26.4,6,5,0,5.5
1494,36,0,rural,13,30.5,5,5,0,6.0
1495,69,0,rural,14,73.4,6,4,0,6.8
1496,54,1,urban,15,68.9,4,4,0,4.0
1497,33,1,urban,13,39.3,4,6,0,4.2
1498,29,1,rural,13,35.1,8,2,0,3.7
1499,28,0,urban,15,40.7,4,5,0,2.7
1500,30,0,rural,11,35.9,3,4,0,3.5
1501,26,0,urban,11,29.8,4,3,0,4.6
1502,58,0,suburban,13,63.9,6,6,0,5.1
1503,69,0,urban,11,66.4,6,3,0,3.5
1504,33,0,suburban,17,51.0,6,7,0,7.1
1505,18,0,suburban,16,32.3,2,3,0,4.1
1506,41,1,rural,10,34.8,3,2,0,5.0
1507,35,0,suburban,11,21.6,5,1,0,3.2
1508,38,1,rural,10,25.7,4,2,0,3.1
1509,44,0,suburban,12,57.8,4,4,0,3.8
1510,46,0,urban,15,37.9,4,4,0,4.4
1511,50,1,rural,17,75.9,7,8,0,6.6
1512,30,1,rural,15,42.7,5,6,0,4.2
1513,34,1,rural,14,30.6,4,4,0,5.5
1514,21,0,rural,10,19.9,5,6,0,5.7
1515,64,1,urban,14,72.9,6,7,0,4.5
1516,40,1,rural,12,36.1,5,3,0,4.8
1517,18,0,urban,12,41.8,5,3,0,4.1
1518,41,1,urban,13,39.3,3,3,0,4.9
1519,75,1,suburban,14,45.7,8,3,1,8.8
1520,56,1,urban,19,53.3,10,7,1,10.0
1521,18,0,rural,8,35.0,3,4,0,3.5
1522,37,1,rural,16,75.1,7,5,0,6.2
1523,42,0,urban,9,28.4,4,1,0,4.8
1524,22,0,suburban,13,29.0,6,4,0,4.6
1525,62,0,rural,13,60.5,4,6,0,7.4
1526,88,0,suburban,16,39.9,4,6,0,6.6
1527,71,0,suburban,17,103.8,7,6,1,6.9
1528,26,1,suburban,15,61.5,4,2,0,3.8
1529,57,1,suburban,12,75.8,5,2,0,5.7
1530,53,0,rural,16,73.7,7,5,0,5.1
1531,31,1,suburban,16,33.3,6,2,0,6.1
1532,52,1,rural,18,78.4,10,7,1,8.8
1533,49,1,urban,13,59.0,4,2,0,3.7
1534,57,0,suburban,16,61.3,4,6,0,5.6
1535,71,1,rural,13,22.7,6,5,0,4.7
1536,55,1,urban,16,71.4,4,4,1,8.3
1537,42,1,suburban,10,46.7,3,3,0,5.5
1538,61,1,suburban,14,45.4,5,8,0,5.4
1539,49,0,suburban,11,72.3,4,6,0,2.6
1540,51,1,rural,15,49.2,6,2,0,5.8
1541,66,0,urban,14,35.4,4,1,0,4.3
1542,23,0,suburban,11,22.0,4,2,0,4.7
1543,49,1,urban,12,66.1,4,5,0,3.3
1544,41,0,suburban,15,35.3,5,5,1,8.3
1545,61,1,suburban,15,90.7,6,7,1,7.0
1546,23,0,rural,16,40.7,4,4,0,4.5
1547,69,0,suburban,10,45.0,2,4,0,3.4
1548,87,1,suburban,10,34.8,8,5,1,8.6
1549,39,1,urban,18,62.5,10,6,1,8.1
1550,35,1,urban,12,48.5,4,4,1,6.1
1551,25,0,suburban,11,43.2,4,2,0,2.6
1552,39,0,rural,15,72.7,5,5,0,5.3
1553,70,1,urban,12,46.3,6,6,1,6.1
1554,29,1,urban,13,34.0,5,6,1,5.2
1555,47,0,suburban,14,49.9,5,6,0,5.5
1556,49,1,urban,15,67.5,2,4,0,3.9
1557,18,0,suburban,14,23.1,6,5,0,4.2
1558,35,1,suburban,15,15.7,5,3,0,4.4
1559,70,0,suburban,14,52.6,8,8,1,8.9
1560,71,0,urban,17,40.1,7,7,0,6.4
1561,55,1,urban,10,39.9,2,2,0,2.0
1562,43,0,urban,15,58.5,3,4,0,3.6
1563,70,0,urban,15,43.3,5,5,0,5.2
1564,34,1,suburban,16,63.1,6,7,0,5.3
1565,54,0,suburban,10,51.4,4,2,0,6.5
1566,39,0,urban,17,48.6,6,5,0,5.5
1567,42,1,rural,14,49.1,1,2,0,3.0
1568,86,1,rural,11,48.1,4,3,0,4.3
1569,72,0,urban,17,71.4,5,4,0,6.4
1570,53,1,suburban,19,72.9,4,4,1,7.8
1571,72,0,rural,14,38.1,8,3,0,6.4
1572,21,0,rural,11,15.3,2,3,0,3.6
1573,54,0,rural,16,48.1,6,5,1,6.2
1574,18,0,urban,16,43.6,2,5,1,5.3
1575,44,1,suburban,14,61.4,8,7,1,10.0
1576,29,0,suburban,14,75.4,4,5,0,4.9
1577,26,1,rural,12,19.4,5,1,0,3.6
1578,49,1,urban,15,47.4,4,4,0,4.9
1579,27,1,rural,13,26.3,4,4,0,2.5
1580,56,0,suburban,15,31.1,6,7,0,5.9
1581,44,0,urban,13,51.5,2,1,0,3.4
1582,46,1,suburban,16,72.6,5,8,1,8.4
1583,46,1,rural,12,27.4,5,5,0,6.1
1584,56,1,rural,12,31.1,6,8,0,5.8
1585,34,1,suburban,13,36.4,4,3,0,3.3
1586,55,1,rural,13,49.3,5,5,0,5.4
1587,73,0,urban,13,45.0,7,5,0,7.7
1588,53,0,urban,15,52.9,4,1,0,4.2
1589,36,0,rural,15,64.0,9,8,0,7.9
1590,47,1,suburban,12,79.4,1,3,0,3.2
1591,57,0,suburban,10,59.4,4,7,0,1.7
1592,73,0,urban,16,35.2,9,7,1,8.9
1593,51,1,rural,15,45.4,8,7,1,7.1
1594,57,0,urban,9,25.0,3,1,0,4.1
1595,51,1,rural,15,56.1,5,6,0,7.9
1596,64,1,rural,12,38.9,6,6,0,5.5
1597,24,0,rural,20,64.3,6,8,1,7.5
1598,58,1,rural,19,125.4,6,6,1,7.3
1599,18,0,urban,10,26.9,3,4,0,3.4
1600,44,0,urban,13,49.5,3,5,0,3.9
1601,32,1,urban,14,61.3,2,3,0,5.2
1602,74,0,rural,10,42.2,6,1,0,4.7
1603,29,1,suburban,15,50.3,6,3,0,6.0
1604,58,0,suburban,12,50.4,8,8,1,7.4
1605,48,1,suburban,16,101.8,5,7,0,5.4
1606,31,0,rural,12,19.8,0,4,0,1.8
1607,33,1,suburban,15,38.3,5,2,0,4.9
1608,21,0,urban,14,37.3,4,2,0,4.7
1609,27,0,suburban,13,28.0,5,6,0,5.2
1610,57,0,suburban,13,48.1,5,3,0,3.7
1611,32,1,urban,14,47.3,6,6,0,5.1
1612,66,1,suburban,12,41.9,5,2,0,5.4
1613,37,0,urban,14,66.4,5,7,0,6.1
1614,48,1,urban,11,26.2,5,4,0,6.0
1615,56,0,suburban,14,36.6,5,4,0,9.6
1616,48,0,rural,14,38.1,3,5,0,4.3
1617,42,0,rural,11,22.1,4,2,0,4.6
1618,73,1,rural,10,29.0,3,1,0,4.0
1619,51,0,suburban,13,40.6,2,1,0,5.2
1620,28,1,urban,12,39.3,4,4,0,4.9
1621,58,0,rural,16,59.7,6,5,0,7.6
1622,67,0,rural,12,50.1,1,4,1,3.7
1623,42,1,suburban,16,34.1,6,4,0,3.7
